CD4_enhancer_counts_bins	Gene_Name	Mean_Gene_Expression
3	ZBED6CL	148.75
3	ZBTB24	1053.25
3	ZBTB33	1681.25
3	ZBTB43	565.0
3	ZBTB7B	1764.25
3	ZFP2	110.25
3	ZFP92	134.0
3	ZIC5	1.25
3	ZNF20	62.75
3	ZNF229	6.5
3	ZNF254	408.5
3	ZNF260	491.5
3	ZNF343	336.5
3	ZNF362	880.5
3	ZNF385C	277.5
3	ZNF414	514.0
3	ZNF487	107.0
3	ZNF491	33.5
3	ZNF527	604.75
3	ZNF546	406.0
3	ZNF548	1303.75
3	ZNF675	609.25
3	ZNF69	211.75
3	ZNF746	1933.0
3	ZNF827	1562.25
3	ZNF879	125.0
3	ZRSR2	408.0
3	ZSCAN2	326.5
3	ZWINT	187.0
4	AAMDC	628.75
4	ABCA13	165.75
4	ABCF3	919.0
4	ABI1	3629.25
4	ACACB	1657.5
4	ACAP2	3820.25
4	ACBD4	230.0
4	ACD	778.25
4	ACMSD	9.75
4	ACVR1B	589.5
4	AGAP3	384.0
4	AGPAT3	3333.5
4	AHCY	743.75
4	AIP	489.25
4	AMBRA1	1016.0
4	ANGPTL1	22.75
4	ANKAR	83.0
4	ANKS1B	100.25
4	ANP32A	15270.5
4	AP001258.1	4.0
4	AP1M1	2087.0
4	APLN	2.5
4	ARHGAP24	1.0
4	ARL14EP	1008.5
4	ARL4D	16.0
4	ARMCX5	187.75
4	ARPC3	581.25
4	ARRB2	3380.0
4	ATAT1	400.0
4	ATG4C	100.0
4	ATP1A4	297.0
4	ATP2B3	0.25
4	ATXN7L3B	3132.5
4	AXIN2	358.75
4	AZIN2	136.5
4	B3GLCT	64.0
4	BAZ2A	6223.5
4	BBS12	26.0
4	BCAR3	123.5
4	BIRC5	413.5
4	BOD1L1	5993.25
4	BORCS7	1975.25
4	BRIP1	445.0
4	C10orf90	0.5
4	C11orf49	376.25
4	C16orf58	698.75
4	C1D	364.75
4	C1GALT1	704.0
4	C1orf198	127.5
4	C1QTNF1	6.25
4	C21orf62	4.5
4	C3orf62	815.25
4	CABLES1	103.75
4	CAPN2	2451.75
4	CASP8AP2	781.75
4	CBX2	45.75
4	CCDC112	42.25
4	CCDC134	61.5
4	CCDC159	310.25
4	CCDC175	0.5
4	CCDC28A	140.75
4	CCNT1	1542.0
4	CD22	655.75
4	CDKN1B	10649.0
4	CDKN2AIP	584.5
4	CDRT4	92.0
4	CEBPE	2.75
4	CENPI	202.75
4	CFB	136.0
4	CFL2	783.25
4	CHCHD1	120.25
4	CHERP	1762.5
4	CHST4	10.75
4	CLDND2	46.0
4	CLEC1B	0.25
4	CLINT1	5665.5
4	CLK2	1622.25
4	CLNS1A	1313.0
4	COL8A2	16.25
4	CORO6	84.75
4	CPB1	17.5
4	CPT2	567.75
4	CREB5	20.25
4	CRLF3	3889.25
4	CWC22	830.75
4	CWC27	601.75
4	CXCL9	118.5
4	DAGLA	32.0
4	DCTN6	583.75
4	DDX19B	1390.0
4	DERL1	4247.25
4	DESI2	1351.75
4	DLC1	115.75
4	DNAH3	139.25
4	DNAJB12	618.5
4	DNMBP	149.5
4	ECE1	2962.75
4	ECI2	393.25
4	EDN1	7.0
4	EIF4E3	1587.5
4	ELAC1	168.5
4	ELP3	1207.25
4	EMG1	1206.5
4	EMP3	925.75
4	ENC1	76.25
4	EPPIN	134.5
4	ERG	8.5
4	ESR2	561.0
4	EXOSC9	686.25
4	FAM177A1	1701.5
4	FAM20B	991.25
4	FAM3B	18.5
4	FANCF	315.5
4	FANCM	416.75
4	FANK1	57.0
4	FARP1	869.25
4	FBL	5156.5
4	FBXL4	495.75
4	FBXO3	730.75
4	FBXO30	617.75
4	FCRL3	450.0
4	FGD3	1522.0
4	FLNA	5738.25
4	FMNL1	2885.75
4	GABPA	670.0
4	GALNT13	7.5
4	GAPDH	37518.0
4	GBA	661.25
4	GCSH	235.0
4	GGACT	85.75
4	GLOD4	1901.25
4	GLRA2	18.75
4	GMPS	2914.75
4	GOLGA4	2841.0
4	GPR3	207.5
4	GPR45	3.25
4	GSKIP	345.25
4	HAPLN3	1469.75
4	HAUS4	418.0
4	HDAC7	2666.25
4	HEATR1	2710.5
4	HENMT1	236.5
4	HMGN3	71.0
4	HOXA6	4.75
4	HTR2B	179.25
4	HVCN1	129.0
4	ICAM1	1371.5
4	ICAM3	1490.0
4	IDH1	158.5
4	IFIT1	190.25
4	IFNGR2	224.5
4	IGF2R	2390.5
4	IL18BP	1701.0
4	IL20RB	72.5
4	IPO5	7057.75
4	IRGM	87.75
4	ISG15	77.75
4	JADE2	1986.5
4	JOSD1	2062.5
4	KBTBD11	203.25
4	KBTBD6	419.5
4	KDM1A	1257.5
4	KIAA0408	9.25
4	KIAA1586	189.5
4	KIF13B	637.5
4	KIF26B	31.25
4	KIFC1	177.25
4	KLHDC10	842.75
4	KLHL24	1586.5
4	KLHL28	641.5
4	KPNA5	3651.75
4	KRT73	41.75
4	KTN1	2801.75
4	LCK	2352.75
4	LGR4	18.5
4	LIF	4233.25
4	LIPE	402.75
4	LPIN3	128.75
4	LRFN3	168.5
4	LRIG2	1688.0
4	LRP8	2443.0
4	LRRC18	9.5
4	LRRTM2	43.25
4	LSM8	395.25
4	LYRM9	82.75
4	LYVE1	2.0
4	MADD	4332.5
4	MALT1	701.75
4	MARVELD2	605.5
4	MASTL	744.0
4	MED10	975.75
4	MED6	1219.0
4	MEF2A	1370.5
4	MEIS3	20.0
4	MME	55.0
4	MOB3C	223.25
4	MRPL55	214.75
4	MRPS18A	190.0
4	MS4A4E	30.0
4	MT1F	64.5
4	MTIF2	1260.75
4	MTMR12	1341.5
4	MTR	4114.25
4	MTRF1L	1309.0
4	MXRA8	19.0
4	NAT1	50.75
4	NCOA4	3711.0
4	NFKBIA	6508.5
4	NRGN	16.5
4	NRIP1	1381.75
4	NT5E	76.5
4	NUDT3	3823.25
4	NUP210L	26.75
4	ODF3	33.5
4	OGDH	1347.5
4	OR10AD1	34.75
4	OR1A1	667.25
4	OR1I1	563.75
4	OR2L13	2.0
4	OR4D1	98.25
4	OR52N2	0.5
4	OR5T2	3.75
4	OR6C75	2324.25
4	OR8D4	38.25
4	PABPC4	4886.0
4	PACRGL	289.75
4	PAIP1	165.75
4	PALLD	531.75
4	PCDHA9	195.5
4	PCDHB2	37.0
4	PCGF2	33.5
4	PCSK1	5.25
4	PCYT1A	2752.5
4	PDE11A	311.5
4	PDGFB	6.0
4	PDIA4	1631.25
4	PIM2	5169.25
4	PJA1	358.0
4	PLCB4	6.0
4	PLCG1	4002.25
4	PLEKHB1	366.75
4	PLEKHG3	1246.0
4	PLEKHG5	150.75
4	PLET1	34.5
4	PLRG1	515.25
4	PLSCR2	3.0
4	PNISR	6305.0
4	PNP	2140.0
4	POLD1	604.25
4	POLR3E	1939.5
4	POMGNT1	838.75
4	PPA1	3433.75
4	PPFIBP1	406.0
4	PPM1K	1715.0
4	PPP6R1	5580.0
4	PRDM10	273.5
4	PRDX2	626.5
4	PRKCI	1419.75
4	PRLHR	75.75
4	PRSS12	155.0
4	PSMB9	1111.25
4	PSPC1	1580.75
4	PTPN6	4193.5
4	PTPRM	444.75
4	RAB2A	805.0
4	RAB9A	87.5
4	RAI1	1033.0
4	RBBP9	536.75
4	RBFOX1	47.25
4	RBKS	65.0
4	RBL2	6179.75
4	RBM12B	910.5
4	RBM38	2279.0
4	RBP5	45.0
4	RBSN	871.5
4	RCC1	1253.25
4	RCL1	1724.5
4	REXO4	753.75
4	RHOB	118.5
4	RHOF	1199.75
4	RLN2	10.5
4	RMI1	318.5
4	RNF187	1004.0
4	RNFT2	598.0
4	RNH1	1068.5
4	RPL39	1179.25
4	RPL7L1	6611.25
4	RPN2	1523.25
4	RSBN1	1929.5
4	RSF1	1955.25
4	RTCB	908.25
4	RUNX2	6535.5
4	SACM1L	1821.5
4	SCAMP1	613.25
4	SCN2A	84.5
4	SCN8A	146.75
4	SCYL3	569.75
4	SEC16A	5315.75
4	SERPINE2	597.25
4	SGCA	3.25
4	SLAMF8	66.25
4	SLC19A1	851.5
4	SLC19A2	174.5
4	SLC25A39	3035.75
4	SLC25A45	1371.5
4	SLC27A4	259.25
4	SLC41A2	313.0
4	SLC44A1	863.75
4	SLC9A6	1003.5
4	SLX4IP	597.75
4	SMAGP	298.5
4	SMAP2	4603.0
4	SMARCC1	10680.5
4	SMARCD1	2298.5
4	SMC5	1525.25
4	SMCO1	4.5
4	SMIM5	78.75
4	SMOX	80.75
4	SNRNP27	459.0
4	SNRPA	1494.5
4	SNX24	62.25
4	SPAG17	7.5
4	SPCS2	560.25
4	SPOCD1	49.0
4	SRCAP	6338.0
4	SREBF2	4098.25
4	SRR	304.5
4	STAM2	2828.5
4	STEAP1B	2.5
4	STK10	6809.0
4	STK32C	44.25
4	STRA6	119.0
4	SUCLG2	1039.5
4	SULT1B1	3116.75
4	SYPL1	620.0
4	TACR2	148.25
4	TASP1	339.75
4	TAT	132.5
4	TBC1D5	1724.75
4	TCF3	2590.75
4	TCN1	9.25
4	TEX2	1144.0
4	TEX264	323.75
4	TFDP2	939.75
4	THAP3	236.5
4	THOC5	2392.75
4	TIGD7	14.5
4	TIMM21	624.75
4	TIMMDC1	365.5
4	TMEM131	2655.25
4	TMEM150A	189.25
4	TMEM91	381.0
4	TMOD3	2666.5
4	TNFAIP8L3	450.75
4	TOP2B	1782.75
4	TP53BP2	3141.0
4	TP53I3	107.75
4	TP53TG5	57.5
4	TPP1	4626.5
4	TRADD	404.0
4	TRAK2	1225.25
4	TRIB3	415.25
4	TRIM27	7058.0
4	TSEN2	570.25
4	TWF1	386.5
4	U2AF2	2738.0
4	UBE2D2	1770.5
4	UBN2	1418.25
4	UGGT1	4477.0
4	USP1	476.75
4	USP14	3581.0
4	USP48	3042.0
4	UTP14C	520.75
4	UTS2B	318.75
4	VGLL4	928.75
4	VMO1	0.25
4	VPS13A	1386.75
4	VPS41	1815.25
4	WAPL	2761.0
4	WDR74	790.0
4	WDR75	1690.5
4	WDR92	457.5
4	WSB2	2317.25
4	YLPM1	4570.25
4	ZBTB45	385.0
4	ZFHX2	53.5
4	ZFP69B	218.75
4	ZFPL1	197.75
4	ZNF197	172.5
4	ZNF253	787.0
4	ZNF407	1896.75
4	ZNF511	426.0
4	ZNF547	25.25
4	ZNF566	432.5
4	ZNF572	12.0
4	ZNF573	906.25
4	ZNF574	458.5
4	ZNF608	4.0
4	ZNF613	122.25
4	ZNF93	325.5
4	ZPLD1	8.25
4	ZSCAN23	11.0
4	ZSWIM6	680.0
5	ABCA2	680.75
5	ABCB11	92.0
5	ABCD3	1020.25
5	ABI3BP	64.75
5	ABRA	46.25
5	ACBD5	796.0
5	ACER2	56.5
5	ACSBG1	448.75
5	ACTL6A	1353.25
5	ADAM28	18.75
5	ADH5	767.0
5	AHR	2970.75
5	AIF1	268.75
5	AIFM1	1066.5
5	AKAP10	722.75
5	AKAP13	6729.75
5	ALDOA	3029.5
5	AMD1	3405.75
5	AMN1	409.5
5	ANAPC1	4128.0
5	ANKRD10	1164.5
5	ANKRD13D	512.5
5	ANLN	63.75
5	AOAH	274.75
5	AOC2	61.25
5	AP2M1	1775.75
5	APBB1	703.5
5	APOBEC3B	25.0
5	APOL6	2822.25
5	ARHGAP18	131.75
5	ARHGEF4	180.5
5	ARHGEF9	724.0
5	ARID3B	1268.75
5	ATG101	229.25
5	ATG5	291.0
5	ATRIP	281.0
5	AUH	267.25
5	BCL2L2	30.0
5	BDKRB1	39.75
5	BFAR	2018.25
5	BLNK	5.75
5	BMP4	4.5
5	BNIP1	63.25
5	BOLA3	709.75
5	BORCS6	20.25
5	BRD4	10015.5
5	C12orf54	2.25
5	C17orf98	6.0
5	C19orf54	399.25
5	C1orf54	32.25
5	C1QTNF7	18.0
5	C1QTNF9B	1.25
5	C1S	67.25
5	C22orf46	61.0
5	C2CD4A	209.0
5	CAPN8	6.0
5	CAPS2	188.25
5	CAV1	1.5
5	CCDC138	258.25
5	CCDC14	1734.25
5	CCDC18	165.0
5	CCDC86	2705.5
5	CCDC9	549.5
5	CCNE2	102.0
5	CCR1	52.25
5	CD300LB	4.75
5	CD46	2587.75
5	CDCA4	446.75
5	CDKAL1	968.25
5	CEP152	1166.5
5	CFAP70	118.0
5	CFAP77	2.5
5	CHAC2	291.75
5	CHEK1	1151.5
5	CHIC2	266.0
5	CLCN5	315.0
5	CLEC12A	7.0
5	CLEC2B	514.5
5	CLEC2D	6874.25
5	CLHC1	116.25
5	CLIC5	336.0
5	CLTA	1268.75
5	CMC4	7.5
5	CMTM6	789.25
5	CNTN1	37.0
5	COL1A1	149.25
5	COL5A2	1.75
5	COMMD10	177.75
5	COX4I1	3869.75
5	CPLX4	5.5
5	CPSF6	2259.0
5	CRADD	251.5
5	CROCC	844.5
5	CSRP1	914.5
5	CTPS2	81.5
5	CUEDC1	2.5
5	CUL5	701.0
5	CYB5A	596.5
5	CYB5B	1379.5
5	CYFIP1	246.5
5	CYP2C8	10.0
5	CYSLTR1	2300.75
5	DAPK2	523.5
5	DCPS	351.75
5	DENND6A	975.0
5	DERL2	405.75
5	DGCR8	1714.75
5	DHRS12	164.25
5	DLK2	217.5
5	DNAJC19	2170.5
5	DSCAML1	3.0
5	DSG3	212.75
5	DUSP11	1756.5
5	DUSP22	574.25
5	DYNC1H1	13358.0
5	EGLN2	1441.5
5	EHBP1	947.0
5	EIF1AY	583.75
5	ELOVL4	63.25
5	ELOVL6	487.75
5	EPB41L3	154.25
5	EPB41L5	101.5
5	F8	31.5
5	FAM124B	38.5
5	FBXO5	383.0
5	FGF1	10.25
5	FGF9	90.0
5	FMOD	22.25
5	FNDC3A	2348.5
5	FOXP4	1092.75
5	FRAT1	90.5
5	FRMD7	2.0
5	G0S2	178.0
5	GAL3ST4	762.75
5	GALNT11	761.25
5	GAPVD1	3572.0
5	GART	1595.25
5	GCNT2	405.25
5	GDPD4	26.25
5	GEMIN8	124.0
5	GINM1	806.5
5	GMEB2	346.75
5	GMFB	1263.75
5	GON4L	2735.75
5	GORAB	305.75
5	GP2	237.75
5	GPR179	70.25
5	GPRIN3	4467.5
5	GRK6	2016.5
5	GTF2E2	473.5
5	HIBADH	286.5
5	HLA-A	22364.0
5	HMGCL	493.75
5	HMOX2	653.5
5	HMSD	5.25
5	HOPX	408.75
5	HRH4	163.0
5	HSD17B12	1969.25
5	HTATIP2	337.75
5	HYLS1	190.5
5	IFNG	2266.0
5	IGF2	1435.0
5	IGSF8	504.75
5	IL17A	47.5
5	IL23A	100.75
5	IL4R	4200.0
5	INO80C	682.25
5	INPP5K	769.75
5	INTS6L	484.5
5	IPO9	3597.25
5	ISLR2	82.5
5	ITFG2	1984.25
5	ITM2C	242.0
5	KBTBD7	85.75
5	KCNJ11	64.75
5	KCNN3	110.25
5	KCNN4	377.75
5	KDM3B	2265.5
5	LAGE3	120.25
5	LEF1	13621.25
5	LENG1	257.75
5	LGI1	167.75
5	LRRC17	2.0
5	LRRN4	6.5
5	LUC7L3	2716.0
5	LY6G5C	170.5
5	LYRM4	1231.5
5	MAPK8	1067.75
5	MED11	249.75
5	MERTK	22.25
5	MFAP3L	121.0
5	MGAT5	4454.5
5	MLF2	2091.5
5	MON2	1018.75
5	MOV10L1	134.5
5	MRPL23	303.75
5	MRPL35	754.5
5	MRPL44	890.25
5	MSH4	13.75
5	MT1M	1.25
5	MTDH	7404.75
5	MTF2	787.25
5	MTRNR2L1	1079828.25
5	NASP	5770.75
5	NCBP2L	5.0
5	NEK7	1005.0
5	NFIX	629.0
5	NIFK	1589.75
5	NIPA2	3017.25
5	NOLC1	25635.25
5	NONO	17321.0
5	NPM3	472.25
5	NRN1L	19.0
5	NUP58	1736.25
5	OAS2	2259.75
5	OGFR	392.0
5	OR1Q1	4.5
5	OR2C1	2.5
5	OR2V1	21.0
5	OR4E2	22.5
5	OR51E2	89.0
5	OR51L1	45.5
5	OR5A2	353.0
5	OR5AS1	1647.25
5	OSBPL2	2606.0
5	OSBPL9	876.25
5	OSER1	568.25
5	OTUD7B	1803.25
5	PAK2	4912.0
5	PALM3	28.25
5	PARP15	2800.0
5	PCDHGA5	79.5
5	PDCD7	1245.5
5	PDE5A	170.25
5	PFDN1	561.25
5	PHC2	267.25
5	PI16	85.25
5	PIK3R4	379.25
5	PIN1	605.0
5	PITPNC1	1104.75
5	PKD1L3	15.0
5	PLCB1	302.0
5	PLEKHG2	2032.5
5	PLN	218.75
5	PMP2	7.0
5	POLG	1688.75
5	POLR3B	918.75
5	PPARD	1437.0
5	PPM1N	85.0
5	PPP1R8	632.75
5	PPP2R5D	425.0
5	PRCP	809.5
5	PRDM15	792.75
5	PRKD3	514.75
5	PROS1	70.75
5	PRPF38B	6156.5
5	PSMB11	5.25
5	PSMG4	777.0
5	PTPRF	227.0
5	PTPRU	4.25
5	PTS	152.5
5	RABEP1	4463.0
5	RAI14	46.75
5	RASAL3	2482.75
5	RBBP4	2303.0
5	RBM25	11186.25
5	RCAN1	380.0
5	RCAN2	22.0
5	RCOR3	1843.75
5	RDH5	541.5
5	REG4	7.5
5	RGS6	4.75
5	RHOC	86.5
5	RIC8A	724.75
5	RP9	271.0
5	RPL19	19137.25
5	RPL5	15304.5
5	RPS15A	8172.5
5	RPS3A	11080.75
5	RUVBL1	2853.5
5	S1PR5	50.0
5	SAAL1	953.75
5	SCN1A	77.25
5	SDAD1	479.75
5	SDCBP	1094.25
5	SDHC	1194.25
5	SENP8	542.25
5	SEPHS1	1114.0
5	SFT2D3	53.0
5	SFXN4	402.75
5	SHMT2	3693.75
5	SLC1A2	543.25
5	SLC25A19	1191.25
5	SLC35E4	358.5
5	SLC35G6	7.0
5	SLC9A3R2	21.75
5	SLCO4A1	234.0
5	SNAP23	2349.75
5	SOX2	24.75
5	SPAG9	2340.25
5	SPEF1	2.0
5	SPEF2	336.75
5	SPTB	96.75
5	SPTLC2	1287.25
5	SRP68	2221.25
5	SRSF1	2599.0
5	ST6GALNAC1	126.75
5	STAC3	31.5
5	STK4	12836.5
5	STX7	556.0
5	STYK1	19.25
5	SUB1	1215.5
5	SULF1	45.0
5	SULT1C2	143.75
5	SUSD4	121.25
5	SYT8	24.75
5	TANK	850.25
5	TBC1D14	1465.5
5	THAP4	337.0
5	THNSL2	81.25
5	TIAM1	2373.0
5	TLCD2	793.25
5	TLN2	88.75
5	TM9SF4	2384.75
5	TMEM145	265.5
5	TMEM260	524.0
5	TOR1AIP2	5649.75
5	TP53I11	460.75
5	TPM4	19427.75
5	TRIM37	1195.0
5	TRMT1L	249.5
5	TRPM5	11.25
5	TSACC	31.5
5	TSEN15	1697.75
5	TULP2	4.25
5	TXNL4B	1166.5
5	TYR	9.5
5	UBE2J1	829.75
5	UPK1B	441.75
5	VPS50	870.5
5	VSIG4	4.0
5	VWA5B1	152.5
5	WDYHV1	277.5
5	XPO6	6836.25
5	ZBTB21	1229.25
5	ZBTB49	309.0
5	ZBTB9	75.25
5	ZFX	1589.5
5	ZNF19	275.5
5	ZNF281	541.75
5	ZNF33B	587.5
5	ZNF410	929.0
5	ZNF569	112.25
5	ZNF585B	812.5
5	ZP2	9.25
5	ZSCAN20	114.75
5	ZW10	265.25
5	ZXDA	191.25
6	AAGAB	429.0
6	ABHD6	111.75
6	ABLIM3	1.5
6	ACAT2	496.5
6	ACOT2	229.0
6	ADAMTSL2	32.0
6	AFAP1L1	11.0
6	AIPL1	290.0
6	ALG6	257.25
6	ALPK1	686.5
6	ANGPT2	554.75
6	APMAP	1070.0
6	APOL2	1692.75
6	ARF4	706.75
6	ARHGAP35	1478.0
6	ARHGEF2	2474.5
6	ARID5A	782.5
6	ARL2BP	449.5
6	ARMC10	2719.75
6	ARMC2	51.25
6	ARMCX6	284.0
6	ARPC4	6056.0
6	ASAH1	1025.5
6	ASPM	101.5
6	ATP10D	214.0
6	AVL9	1850.0
6	BIRC2	307.0
6	BOLA1	44.5
6	C12orf40	36.0
6	C12orf66	514.25
6	C4orf33	47.0
6	C5orf63	135.0
6	CARD14	573.0
6	CCNYL1	1029.75
6	CD300E	64.5
6	CD52	1138.75
6	CDC42EP1	28.0
6	CENPM	195.25
6	CEP57	1021.0
6	CFAP20	758.75
6	CHD1	1738.0
6	CHN2	140.75
6	CLEC2A	0.75
6	CLEC7A	528.0
6	CLN3	1748.75
6	CLTB	314.25
6	CMTR1	837.0
6	CPNE6	132.25
6	CR1	615.5
6	CS	4315.25
6	CXorf65	278.5
6	CYBB	8.5
6	CYP2R1	261.25
6	DCLRE1C	579.25
6	DDX60L	982.75
6	DMXL2	321.25
6	DNAJC16	1002.5
6	DNAJC28	54.75
6	DNASE1L3	73.25
6	DPH1	2045.5
6	DPP10	25.0
6	DUSP2	1454.5
6	EEF2K	1276.25
6	EIF2AK4	599.25
6	EIF3H	2957.0
6	ELK4	23155.5
6	EPC2	1556.5
6	ERC2	4.25
6	ESPL1	434.25
6	EXOC7	1959.5
6	FAAP100	311.5
6	FADS3	218.0
6	FAM160B1	701.5
6	FAM167A	16.25
6	FAM53B	1163.5
6	FARS2	156.0
6	FBXO4	117.75
6	FBXO47	1.25
6	FCER1A	36.5
6	FCHSD2	2165.75
6	FCRLB	2.25
6	FDX1	478.0
6	FNDC3B	3419.75
6	FNDC7	2.0
6	GCLM	1457.5
6	GCM1	45.75
6	GCSAM	194.5
6	GLT8D1	548.25
6	GLYCTK	186.0
6	GPANK1	220.25
6	GPD2	602.25
6	GRASP	340.75
6	GRSF1	1585.75
6	GSTM2	1101.0
6	GTF2F2	964.75
6	GTF3C1	1416.25
6	GTF3C2	3151.75
6	GUK1	1044.5
6	HAMP	287.0
6	HIVEP3	10224.5
6	HOXA5	1.75
6	HSDL2	178.25
6	HSPB11	279.75
6	HUWE1	21110.0
6	IL12RB2	3683.25
6	IL2	4143.5
6	IMMT	2603.75
6	IMPDH2	1599.25
6	IQUB	6.5
6	ITPR2	3720.0
6	KCNK7	3.0
6	KDM2B	1205.75
6	KDM3A	3063.5
6	KIF2C	51.0
6	LDB2	1.75
6	LGALS14	8.5
6	LGI4	7.75
6	LPIN1	2652.25
6	LYPLA1	1476.5
6	MAP2K6	183.5
6	MAP9	135.25
6	MCTP1	107.5
6	METTL16	1425.0
6	METTL8	1285.5
6	MFAP5	145.5
6	MFSD13A	433.5
6	MICAL1	917.75
6	MICB	597.25
6	MNAT1	271.75
6	MOB1B	2312.25
6	MORN3	475.25
6	MRGBP	281.0
6	MRPL22	216.25
6	MTHFS	66.25
6	MTRNR2L3	95695.25
6	MYLPF	7.75
6	MYO18A	3042.25
6	MYO9B	1642.0
6	NCR3	110.5
6	NFASC	120.75
6	NFKBIL1	55.25
6	NMI	408.0
6	NR2C2	2493.75
6	NRP2	293.75
6	OMA1	364.25
6	OR10G3	1242.75
6	OR2AP1	102.75
6	ORMDL2	501.0
6	PAG1	4945.5
6	PAK1	484.25
6	PARK7	2969.25
6	PASK	2676.75
6	PCDH1	7.0
6	PCDHGA10	30.0
6	PCDHGA12	3.0
6	PCDHGB2	8.0
6	PDCD1LG2	4.0
6	PHF14	1381.0
6	PIH1D2	32.0
6	PLA2G4C	670.0
6	PLD1	189.75
6	PLEKHS1	15.0
6	PMVK	439.5
6	PNMA1	637.5
6	PNPLA8	373.5
6	POFUT2	183.5
6	POLB	562.5
6	POLQ	201.75
6	POLR2B	1685.25
6	PPCDC	172.0
6	PPIL1	583.75
6	PPP2R2B	133.5
6	PPP2R3A	120.5
6	PRPF31	597.5
6	PYGM	335.0
6	RAB40A	9.75
6	RABGGTA	642.5
6	RBBP6	5096.75
6	RBBP7	2756.0
6	RBX1	752.5
6	RCN1	600.0
6	RHBDD2	1401.5
6	RIPK2	201.25
6	RNASE6	9.0
6	RNASEH2B	2391.25
6	RNF183	9.25
6	RPL11	9060.25
6	RPL14	6801.0
6	RPS14	5172.75
6	RPS19	5223.0
6	SAMD4B	2697.5
6	SAP30BP	724.75
6	SDE2	2367.5
6	SEC24D	2403.75
6	SEC61G	177.0
6	SERPINB10	200.5
6	SETBP1	63.5
6	SFRP5	1.25
6	SGO2	444.25
6	SH2D7	2.25
6	SHC1	1906.25
6	SIRT4	6.75
6	SLC17A3	1.5
6	SLC20A2	543.0
6	SLC25A26	483.5
6	SLC2A8	38.0
6	SLC38A2	10246.25
6	SLC39A2	3.0
6	SLC4A9	4.0
6	SPATA3	1.5
6	SPDL1	989.75
6	SPECC1L	1236.75
6	SPINT1	83.75
6	SPTLC1	1168.0
6	SRP72	2782.75
6	STT3A	4283.5
6	SYBU	2.5
6	TACR1	48.25
6	TAF10	1742.0
6	TEF	95.0
6	TGFBI	25.25
6	TGM1	98.75
6	TIA1	2424.25
6	TLR1	145.5
6	TMED2	4510.0
6	TMEM14C	176.0
6	TMEM230	922.75
6	TMEM67	712.5
6	TMEM9	203.25
6	TMEM92	12.0
6	TMEM98	180.75
6	TNPO2	6955.5
6	TOR1AIP1	2180.5
6	TPD52	1089.5
6	TPM2	572.0
6	TRAPPC12	636.0
6	TSPAN16	3.25
6	UBAP2	6686.0
6	UBL3	634.25
6	UBR1	1600.25
6	UBR7	625.0
6	ULBP2	6.0
6	USP25	1533.75
6	UTP23	418.0
6	WDR37	881.75
6	WDR91	825.75
6	YJEFN3	250.0
6	YPEL2	782.0
6	YPEL5	2268.75
6	ZAP70	3819.25
6	ZBTB18	459.25
6	ZC3H4	1443.75
6	ZCCHC8	1844.75
6	ZDHHC14	262.25
6	ZDHHC2	833.25
6	ZFAND2B	505.25
6	ZKSCAN1	5987.0
6	ZNF18	214.75
6	ZNF224	470.25
6	ZNF302	390.75
6	ZNF319	490.25
6	ZNF326	1445.25
6	ZNF33A	761.5
6	ZNF391	412.5
6	ZNF395	1952.25
6	ZNF396	416.25
6	ZNF564	243.75
6	ZNF689	261.5
6	ZNF720	364.75
6	ZNF749	121.75
6	ZNF75D	225.5
6	ZNF792	218.0
6	ZSCAN5A	218.5
7	ACVR1	552.5
7	ADAM17	1820.5
7	ADRM1	1947.5
7	AFF1	4759.25
7	AFF4	3690.75
7	AFG3L2	756.5
7	AGFG1	5271.0
7	ALG5	201.25
7	ANXA2	1739.5
7	APOE	184.25
7	ARG1	126.5
7	ARSG	1103.25
7	ASB15	14.5
7	ATAD5	1171.5
7	ATF7IP2	729.5
7	B3GNT5	2199.0
7	B4GALNT3	81.5
7	BCL2L15	995.0
7	BLOC1S2	647.25
7	BRDT	97.5
7	BSDC1	1550.5
7	BUD31	657.5
7	C12orf29	569.25
7	C17orf78	5.5
7	C1orf194	3.5
7	CAB39L	48.5
7	CABYR	159.0
7	CAMK4	7156.25
7	CATIP	357.25
7	CATSPERB	281.75
7	CCDC141	821.25
7	CCDC47	2507.25
7	CCDC91	2234.5
7	CCDC92	1044.5
7	CCL27	93.75
7	CD164	5467.25
7	CD72	83.25
7	CDK16	1558.75
7	CDKN2C	16.75
7	CECR2	155.0
7	CLOCK	1085.75
7	CLVS1	93.0
7	CMSS1	1999.0
7	CNOT7	2493.0
7	COLQ	186.75
7	CPNE2	168.5
7	CRB1	19.75
7	CRK	559.5
7	CSRNP2	668.75
7	CYB561A3	913.75
