CD4_enhancer_counts_bins	Gene_Name	Mean_Gene_Expression
7	DAAM1	802.75
7	DGKB	184.5
7	DGKZ	1511.25
7	DHRS3	798.75
7	DHX58	151.25
7	DIDO1	5169.5
7	DIO1	18.5
7	DNAJC14	1179.5
7	DNAJC15	749.75
7	DNAJC18	481.25
7	DOK4	84.0
7	DONSON	445.25
7	ECT2	612.25
7	EGR2	5327.0
7	EIF2B3	556.0
7	EIF4A2	13987.0
7	ELAC2	1791.75
7	ENO3	316.0
7	ERICH4	5.0
7	ETS2	868.25
7	EVI2B	4519.25
7	FAM53C	1779.25
7	FBXL19	310.0
7	FEM1A	1865.5
7	FGFBP2	5.5
7	FGR	33.5
7	FIG4	151.25
7	FKRP	350.5
7	FLG2	35.5
7	FLI1	2458.75
7	FNDC9	189.25
7	FOXJ3	8306.75
7	FOXO3	1218.75
7	FYCO1	940.25
7	G2E3	457.25
7	GABARAP	478.5
7	GADD45G	5.75
7	GHRL	180.75
7	GLRX	1059.75
7	GLRX5	206.75
7	GPR15	133.5
7	GSAP	246.0
7	GSPT1	3855.0
7	GTF3C6	465.25
7	HACE1	443.75
7	HOXB6	2.75
7	HSPA1B	400.75
7	HSPBP1	419.0
7	HYDIN	40.5
7	IGFL4	115.5
7	IL1RL2	10.5
7	IPO11	1394.25
7	IRF2	1552.75
7	IRF6	101.5
7	KAT5	541.75
7	KDM7A	2446.5
7	KLHL5	576.0
7	KPNA2	873.0
7	LAMA4	71.5
7	LEFTY1	9.25
7	LENEP	9.0
7	LGALS9	1011.0
7	LIMS1	1948.75
7	LINS1	1362.75
7	LMO2	21.0
7	LRBA	4059.5
7	LTA	14565.5
7	LTB	2502.75
7	LTBP4	1353.75
7	LY96	7.0
7	MAGEF1	202.25
7	MAP2K5	740.25
7	MAPKAPK3	2110.25
7	MBD1	2581.0
7	MBD2	2246.75
7	MITF	50.5
7	MPHOSPH9	1050.0
7	MRPL24	656.75
7	MRPL3	2711.5
7	MS4A1	6.5
7	MS4A6A	116.75
7	MTMR1	1408.5
7	MTMR4	1370.0
7	NBPF1	532.75
7	NCAPG2	926.5
7	NCBP3	2481.25
7	NCDN	1128.75
7	NDUFAF4	251.5
7	NEK8	262.0
7	NINJ2	96.0
7	NME9	174.0
7	NNMT	23.0
7	NPAS3	46.0
7	NPR2	92.25
7	NPTX2	1.5
7	NRSN2	71.75
7	NRXN1	93.0
7	NSUN6	391.0
7	NUBPL	919.5
7	OR1L8	14.25
7	OR4Q3	21.25
7	PARP10	173.0
7	PBLD	323.25
7	PDE8B	29.75
7	PEA15	2002.0
7	PEX26	5867.5
7	PFKFB2	306.75
7	PHF1	1129.0
7	PLOD3	430.5
7	PPIA	13482.75
7	PRMT9	221.25
7	PRPF19	1858.5
7	PRRC2B	4435.5
7	PSMD5	936.25
7	PSRC1	8.25
7	RAB36	143.75
7	RAB5B	2230.25
7	RALGAPB	3280.75
7	RASAL1	34.25
7	RASSF5	5304.0
7	RGS13	19.25
7	RHOBTB3	464.75
7	RINL	973.75
7	RIOK3	2127.5
7	RNF6	894.75
7	RSRC1	718.0
7	RUBCN	3310.75
7	RXFP4	52.5
7	S100A12	0.75
7	S100A2	2.0
7	SAMD4A	281.75
7	SCAI	2333.25
7	SCN2B	66.75
7	SEC22C	951.0
7	SEH1L	7571.0
7	SEMA4B	289.0
7	SGPL1	3915.5
7	SHQ1	843.5
7	SIKE1	790.25
7	SKIL	1969.25
7	SLC17A5	292.0
7	SLC17A7	55.75
7	SLC27A3	46.75
7	SLC29A3	173.0
7	SLC35C2	1025.0
7	SLC39A14	1024.0
7	SMIM3	99.0
7	SMIM8	351.25
7	SMPD1	446.75
7	SNX16	68.5
7	SORBS2	103.75
7	SPATA25	6.25
7	SPINK2	1.5
7	STAMBP	439.5
7	STARD3NL	419.5
7	STK31	155.5
7	STX16	4382.5
7	SUCLG1	1203.25
7	SUPT16H	4260.5
7	SYNPO2L	72.5
7	TAF7	1600.25
7	TAOK2	716.5
7	TBK1	342.75
7	TCF4	851.75
7	TEX10	844.0
7	THG1L	452.0
7	TM2D1	817.75
7	TMA16	678.0
7	TMEM241	490.25
7	TMEM38B	222.0
7	TMEM52B	107.0
7	TNNT3	55.25
7	TRABD	1560.75
7	TRIM34	170.75
7	TSHR	313.75
7	TTC21B	923.5
7	TXK	1004.5
7	UBE2E3	445.25
7	UCHL3	91.75
7	UMODL1	0.5
7	UST	413.5
7	VEZF1	2920.5
7	VPS26A	507.25
7	VPS4B	2845.25
7	WHAMM	1777.25
7	WNT10A	38.25
7	WRAP53	195.0
7	YIPF7	1.25
7	YTHDF2	1039.75
7	ZBP1	528.0
7	ZC3H15	1792.75
7	ZC4H2	598.0
7	ZFAND4	659.75
7	ZNF227	301.25
7	ZNF337	424.25
7	ZNF567	447.0
7	ZNF681	493.0
7	ZNF705A	2.75
7	ZNRF1	393.25
7	ZXDB	671.75
8	ABCA10	36.75
8	ABCC11	55.5
8	ABR	2579.0
8	ACAA1	573.75
8	ADGRG1	331.25
8	AKAP8	2540.75
8	ANKRD11	11882.0
8	ANKRD44	7751.25
8	ANKRD61	82.25
8	API5	6112.0
8	AREG	30.75
8	ARMC4	9.5
8	ATAD2B	1206.5
8	ATOX1	331.5
8	ATP23	162.25
8	BBS4	330.75
8	BCS1L	457.0
8	BEST1	461.5
8	BFSP1	12.0
8	BTBD11	350.75
8	BTF3	1231.75
8	BUB1	525.5
8	C12orf57	475.5
8	C1GALT1C1	90.75
8	CAAP1	496.75
8	CALCOCO1	2369.5
8	CAPRIN2	589.5
8	CARD11	1330.25
8	CARNS1	264.25
8	CBR3	66.0
8	CCDC106	19.25
8	CCDC146	82.0
8	CCDC68	0.5
8	CD38	947.0
8	CDHR4	113.5
8	CDK8	571.75
8	CEACAM1	552.75
8	CEACAM6	2.5
8	CEP170	1289.5
8	CHTOP	4719.75
8	CIDEB	1069.0
8	CLDN12	116.25
8	COL19A1	88.75
8	COPB2	2690.75
8	CPNE1	2968.5
8	CRIP3	6.75
8	CSK	2043.5
8	CTBS	594.75
8	CXXC5	190.0
8	DCAKD	990.0
8	DCUN1D4	1153.5
8	DDX10	1850.25
8	DDX19A	2897.0
8	DHX8	1304.5
8	DLD	1432.25
8	DNAJC6	113.25
8	DOCK8	5536.5
8	DOK3	78.0
8	DPP9	1581.5
8	ENPP2	42.5
8	EPB41L1	5.25
8	ERI3	313.0
8	ESRRA	467.75
8	ETHE1	174.25
8	FAAH2	384.75
8	FAM221B	140.75
8	FBXL14	582.5
8	FBXO7	1825.75
8	FCGR2A	58.0
8	FKBP14	671.75
8	FOPNL	1253.5
8	FOSB	868.25
8	FUZ	71.5
8	GDF10	2.25
8	GLCE	217.25
8	GNPDA2	502.0
8	GOT1	323.0
8	GRPEL1	1219.5
8	GZMA	347.0
8	HEATR5A	493.0
8	HFE	521.25
8	HILPDA	199.0
8	HLA-F	1711.25
8	HMGA1	18468.5
8	HOXA10	0.5
8	HS3ST3B1	605.5
8	HSD17B14	11.5
8	IFI6	281.25
8	IL1B	19.0
8	IL2RG	12054.5
8	IQCA1	2.75
8	ITM2A	1199.5
8	KBTBD4	338.5
8	KCNIP2	42.25
8	KLRG1	686.0
8	KMT2A	17277.0
8	LAIR1	1322.5
8	LAMTOR5	960.75
8	LARP4B	4177.5
8	LRP4	6.0
8	LRRC8C	4490.0
8	LYZ	3409.75
8	MAGOHB	165.75
8	MAP3K6	39.0
8	MAST4	1317.5
8	MATN1	52.25
8	MATR3	9177.75
8	MED12	3273.0
8	MRPL17	1086.0
8	MS4A3	3.0
8	MTOR	2551.25
8	MTPAP	1653.0
8	MTPN	1514.25
8	MTURN	411.5
8	MYBL1	393.0
8	MYCL	5.75
8	MYOZ2	2.0
8	NDEL1	1625.25
8	NEDD4	567.75
8	NFIL3	479.75
8	NLRP3	87.25
8	NOCT	1318.5
8	NOP2	665.5
8	NPHP3	1714.25
8	NR6A1	251.0
8	OGT	24942.0
8	OR1J1	7.25
8	OR3A3	82.75
8	OXR1	373.5
8	PARP6	1706.0
8	PBXIP1	1215.5
8	PDZD9	218.75
8	PDZK1	94.75
8	PELP1	1794.0
8	PFAS	1931.0
8	PHOSPHO1	41.25
8	PIGS	1236.0
8	PNRC1	4701.0
8	POLD2	1649.5
8	POU2F1	2317.5
8	PPM1G	3614.25
8	PPP1CB	4802.75
8	PRND	178.5
8	PSD4	12652.0
8	QSOX1	343.75
8	RABGGTB	3657.0
8	RAG1	1.75
8	RBM4	1911.75
8	RBMS2	696.0
8	RIBC1	37.75
8	RMDN2	63.5
8	RNF7	590.0
8	RPL26L1	345.0
8	RWDD3	48.75
8	S100A9	4.75
8	SDCCAG8	1353.75
8	SEC11A	1432.5
8	SECISBP2L	617.75
8	SEMA4C	631.75
8	SGF29	1029.5
8	SIRT1	843.5
8	SLC17A9	261.25
8	SLC20A1	1689.75
8	SLC22A9	76.0
8	SLC37A3	1088.25
8	SLC39A8	554.5
8	SLC5A9	4.5
8	SMARCB1	1909.25
8	SMG1	13068.0
8	SNX6	957.0
8	SP6	5.5
8	SPDYA	47.75
8	SPPL2A	2890.25
8	SSR1	3734.75
8	SUCO	543.25
8	SUN2	2746.5
8	SUPV3L1	1820.5
8	TAF1A	407.0
8	TAF2	1797.5
8	TAGLN3	4.0
8	TCEANC2	2713.25
8	TEX15	26.75
8	TEX38	88.0
8	TFRC	6194.75
8	THEM5	63.75
8	TIRAP	463.25
8	TMEM106A	883.25
8	TMEM128	98.25
8	TMEM14B	768.0
8	TMEM161A	382.25
8	TMEM183A	1604.5
8	TMEM216	189.25
8	TNFSF13	56.25
8	TNFSF8	4737.0
8	TNIP3	1266.75
8	TRAF3IP2	1157.5
8	TSC22D3	2880.5
8	TTBK2	608.5
8	UPK2	10.0
8	UQCRHL	154.25
8	USP11	822.75
8	VCP	5848.25
8	WDR18	311.0
8	WEE2	4.0
8	WFDC3	4.75
8	WNT8B	13.25
8	XBP1	656.75
8	YARS2	271.0
8	YBX1	57087.0
8	ZBTB2	541.0
8	ZC3H12D	4225.5
8	ZMAT2	982.5
8	ZNF235	107.75
8	ZNF25	244.75
8	ZNF628	113.0
8	ZNF646	761.5
8	ZNF668	169.75
8	ZNF684	155.5
9	ACOT9	1000.0
9	ADARB1	1948.75
9	AHI1	599.5
9	AK1	76.25
9	AKIRIN2	640.0
9	ANKRD23	71.0
9	C12orf4	764.75
9	C15orf41	533.25
9	C19orf12	646.5
9	C1orf61	335.25
9	C22orf39	1687.5
9	C3AR1	59.5
9	C3orf20	9.5
9	C4orf45	1.25
9	CACNA1D	326.0
9	CD300A	154.0
9	CD9	4.5
9	CD96	3771.75
9	CDC42SE2	7620.25
9	CDC73	2902.5
9	CDH16	2.5
9	CGREF1	72.75
9	CHEK2	1107.75
9	CHUK	533.25
9	COG3	1156.25
9	COQ10A	531.75
9	CSMD2	86.0
9	CXCL17	5.5
9	DCAF13	1270.25
9	DCN	133.25
9	DDX58	355.5
9	DEDD	902.0
9	DICER1	9749.0
9	DNAH1	2079.75
9	DNAJA4	870.25
9	EDRF1	835.75
9	EHD1	1325.5
9	EMP1	276.5
9	EXOC3L1	2.0
9	EYA3	2407.5
9	EYS	939.25
9	FAM102B	723.5
9	FAM110D	132.75
9	FAM131A	299.75
9	FEM1B	1945.0
9	FOXD2	18.5
9	GLIPR1L2	316.5
9	GLRX3	960.75
9	GLUL	545.25
9	GNB5	1175.0
9	GPR171	696.5
9	HDAC4	667.0
9	HIPK3	2671.5
9	HLA-DQA1	2514.5
9	HNRNPA2B1	57022.0
9	HNRNPL	1879.75
9	HNRNPU	46714.25
9	IGSF11	41.75
9	IL36A	1.25
9	INO80D	2564.5
9	JRKL	196.5
9	KDM2A	4071.75
9	LITAF	3350.75
9	LRRN4CL	110.25
9	LSM5	239.25
9	MAPK7	379.75
9	MGAT5B	11.5
9	MLPH	109.25
9	MRPL4	1866.75
9	MRPL42	2106.25
9	MRPS28	248.5
9	MS4A2	167.5
9	MTERF1	1213.25
9	MTIF3	145.5
9	MYH9	13547.75
9	NAV2	84.5
9	NBAS	1202.25
9	NFATC1	2047.75
9	NLRP1	7613.0
9	NMD3	1122.25
9	NPL	106.0
9	NPRL2	489.0
9	NUCB1	925.0
9	OR2AG2	92.5
9	OR52M1	11.25
9	PAIP2B	162.25
9	PCDHGA9	21.5
9	PCDHGB3	18.25
9	PCSK6	223.25
9	PDE12	3872.5
9	PHB2	3476.25
9	PHF21A	2498.75
9	PKIA	289.25
9	PLAGL1	567.25
9	PNN	5071.5
9	PPP1R11	1812.75
9	PRLR	12.0
9	PROX2	41.75
9	PROZ	1.0
9	PSTK	357.5
9	PUM1	4298.25
9	RAD51C	1359.0
9	RAMP3	3.75
9	RFT1	1223.75
9	RNF224	6.5
9	RPL27A	5895.5
9	RPL37A	6560.0
9	RPS6	18709.0
9	RRM1	2726.25
9	RSBN1L	2042.75
9	RSPRY1	512.75
9	RUNX1T1	27.75
9	SAP30	39.5
9	SH2B1	390.0
9	SLC25A46	1454.75
9	SLC36A1	483.5
9	SLK	2599.0
9	SNX14	239.25
9	SORBS1	64.5
9	SPCS3	2069.5
9	STAU1	2688.0
9	STX6	909.5
9	SUPT20H	3069.75
9	SYS1	846.75
9	SYT1	7.5
9	TAF13	156.5
9	TAF7L	6.75
9	TBC1D24	922.5
9	TCP11L2	2214.0
9	TIGD3	5.25
9	TJP2	450.25
9	TLE6	4.0
9	TRAF2	792.5
9	TRAPPC9	1114.5
9	TTC12	215.75
9	UBLCP1	1637.25
9	UFM1	1231.5
9	VAMP8	198.25
9	VTI1A	1491.75
9	WDR25	91.75
9	WDR53	216.75
9	ZDHHC9	1062.25
9	ZFP90	1596.25
9	ZKSCAN3	766.75
9	ZNF318	671.0
9	ZNF451	2260.75
9	ZNF518A	329.25
9	ZNF575	76.75
9	ZNF580	571.0
9	ZNF599	238.75
9	ZNF619	321.0
9	ZNF718	293.0
9	ZSCAN32	417.5
10	AAK1	6141.0
10	ACVR1C	243.5
10	AKR1C3	6.75
10	ANXA2R	295.25
10	ASPH	1034.25
10	B3GALT2	136.0
10	B4GALNT1	26.25
10	BAG3	530.25
10	BCAS2	1088.25
10	BCKDHA	145.75
10	BCL7B	1138.5
10	BDP1	3254.5
10	C1RL	452.25
10	C6orf136	248.75
10	CD109	894.75
10	CD53	2783.75
10	CD99	1515.25
10	CDK19	324.25
10	CFI	432.25
10	CMC1	233.0
10	CNN3	23.75
10	COPZ1	647.5
10	COX7A2L	371.0
10	CPA3	12.25
10	CTAGE1	4.0
10	CTSK	145.75
10	CXorf21	89.75
10	CXXC1	853.0
10	DAP	681.0
10	DCTN2	1104.5
10	DDB2	1011.0
10	DDX27	1558.0
10	DHX36	1302.5
10	DSTN	405.75
10	DTD2	1155.0
10	DTX1	269.25
10	EMC7	1035.25
10	ENSA	3307.0
10	EXOSC3	1300.25
10	EXPH5	808.25
10	FABP2	113.0
10	FAM98B	1208.25
10	FNIP1	1520.5
10	FUCA1	125.0
10	FXYD5	6079.25
10	GATA2	207.5
10	GATA3	2155.0
10	GBA2	755.25
10	GLYR1	2037.0
10	GPN2	989.25
10	GPR182	25.75
10	HMGCR	1004.0
10	HNRNPD	14862.25
10	HNRNPF	7765.5
10	HSF2	227.5
10	IL26	15.75
10	IL5	401.0
10	IL9	1497.0
10	ITGB6	0.25
10	KAT6A	7691.0
10	KIF13A	103.75
10	KLHL20	575.0
10	LAMP3	1125.75
10	LAMTOR1	403.0
10	LYPLA2	1054.0
10	MAPK14	1523.25
10	MCCC1	917.5
10	METRNL	99.0
10	METTL5	882.25
10	MMADHC	1135.5
10	MOCS3	696.25
10	MROH8	33.75
10	MRVI1	6.5
10	MT1G	20.25
10	MYOM1	126.75
10	NAA50	3389.75
10	NOL3	88.25
10	NRCAM	27.75
10	NRDE2	2039.25
10	NRXN3	127.25
10	NUMB	3052.75
10	NUP43	1776.25
10	NVL	1099.75
10	ORAI2	1640.0
10	PARN	1835.25
10	PAX8	136.75
10	PCDHGA1	42.5
10	PCDHGA11	17.0
10	PHC3	17864.75
10	PHF20	1274.25
10	PIK3C3	1902.5
10	PKN2	923.5
10	POT1	378.75
10	PPP4R2	1186.25
10	PSMC6	1404.75
10	PSMD14	2446.5
10	PSMD2	2503.75
10	PTPRO	15.5
10	RAB23	38.0
10	RAB29	733.25
10	RAD51D	1008.0
10	RARG	567.5
10	RASSF4	49.5
10	RNF144B	70.0
10	RPL29	2421.5
10	SCOC	205.5
10	SLC17A4	8.5
10	SLC4A8	557.5
10	SPATA20	155.0
10	SPATA4	3.0
10	SPICE1	260.5
10	SPRED2	372.75
10	SPSB1	428.0
10	SPTLC3	312.75
10	SREK1IP1	526.25
10	STAT5B	4271.0
10	STK11	401.5
10	STK40	1228.5
10	SUMF1	329.5
10	SUOX	511.25
10	TAF12	280.25
10	TAF4	736.5
10	TBC1D2	85.75
10	THNSL1	124.25
10	THRAP3	5674.75
10	TM9SF3	1198.0
10	TMEM168	1009.5
10	TMEM209	2306.25
10	TMEM88	198.25
10	TMEM99	2.0
10	TMUB2	2185.0
10	TNFSF15	169.0
10	TNKS1BP1	127.5
10	TOM1	889.25
10	TPT1	120070.25
10	TRIM13	1003.0
10	TRIM24	3311.75
10	TUBB1	68.75
10	TUFT1	393.0
10	TXNL1	2473.0
10	TXNRD1	1846.5
10	UBA3	3157.25
10	UBB	2854.25
10	UROS	384.5
10	USP47	1547.5
10	UTY	1242.5
10	ZACN	413.75
10	ZBTB26	175.75
10	ZFP30	467.0
10	ZNF138	327.5
10	ZNF157	328.75
10	ZNF268	977.75
10	ZNF501	56.75
10	ZNF614	452.25
10	ZNF680	152.25
10	ZNF747	394.75
10	ZRANB3	301.5
11	AASDH	83.75
11	ADAR	13712.5
11	AHNAK	18251.25
11	ASTL	13.75
11	BBX	1152.25
11	BORCS5	410.5
11	C18orf21	734.25
11	C2orf69	337.5
11	C3orf49	35.5
11	CACFD1	82.75
11	CALN1	79.75
11	CATSPERG	367.25
11	CCP110	1099.75
11	CCR7	5360.75
11	CD200	1146.75
11	CDC20	209.0
11	CDK13	3808.25
11	CEP162	86.5
11	CEP44	546.5
11	CFAP54	1402.25
11	CLN8	839.25
11	COMMD1	215.0
11	CROT	120.25
11	DAPP1	821.5
11	DCAF4	344.5
11	DDC	0.25
11	DEGS1	2239.0
11	DMC1	1423.25
11	DNAJB8	5.0
11	DNAJC12	51.75
11	DUSP19	674.5
11	EID2	90.75
11	EID2B	92.25
11	ELP2	1189.75
11	EMC9	119.75
11	ENKUR	4.75
11	EPGN	2.0
11	ERO1B	176.0
11	ETS1	28484.0
11	ETV5	31.75
11	FAM177B	6.0
11	FASLG	244.25
11	FASTKD2	518.25
11	FBXO15	363.5
11	FBXO43	191.0
11	FER	400.25
11	FMN1	1795.0
11	FSIP1	1.75
11	FYTTD1	1436.25
11	G3BP1	7862.5
11	GBE1	292.0
11	GJB2	55.75
11	GRB10	159.0
11	GTPBP8	537.75
11	GYS2	0.5
11	HDGF	1734.25
11	IFI44L	229.25
11	IFITM1	1011.75
11	IGSF6	317.5
11	IL2RA	17695.5
11	ILK	618.5
11	IQGAP2	3172.5
11	IRF1	6132.0
11	IRF9	2225.0
11	ITGA5	740.0
11	ITPR1	3258.75
11	IWS1	1568.0
11	KCTD21	368.0
11	KIAA0319L	2312.25
11	KLHL15	818.0
11	KLHL9	453.75
11	KRT10	42.75
11	KSR1	1962.0
11	LAP3	1522.5
11	LIMS2	168.25
11	LYSMD4	249.25
11	MBD5	1772.0
11	MBIP	811.5
11	MCM6	3807.0
11	MED28	1351.0
11	MED4	911.0
11	MLLT6	12935.25
11	MRPS21	1952.75
11	MUC16	37.5
11	NBL1	130.25
11	NCK1	347.75
11	NFAT5	4044.5
11	NFRKB	962.0
11	NFYA	1455.0
11	NGDN	744.5
11	NOX4	93.75
11	PARP8	2541.0
11	PCDHGA6	338.5
11	PCDHGB1	7.75
11	PCNP	2430.25
11	PDS5A	4558.75
11	PEX5	629.25
11	PHACTR1	229.0
11	PIGT	3581.5
11	PODNL1	59.75
11	PRKCD	460.75
11	PRR19	740.5
11	PRUNE2	11.0
11	PSMB5	914.5
11	PSMC4	1660.25
11	RAP2B	1988.25
11	RAPGEF5	9.5
11	RFX3	1178.5
11	RGS14	450.5
11	RIT1	721.5
11	RLF	686.0
11	RNF111	1076.75
11	RPL22L1	150.75
11	RPL24	4377.25
11	RPL27	5265.0
11	RPL6	23146.75
11	RUNX3	5459.5
11	RYR3	793.25
11	SELE	4.25
11	SERBP1	42077.75
11	SLC23A3	83.5
11	SLC30A4	1616.25
11	SLC35A2	337.5
11	SLC35A5	276.75
11	SLC38A6	537.75
11	SLC45A4	236.0
11	SMAD7	566.5
11	SNX18	549.25
11	SPTBN5	28.75
11	SRGAP3	716.75
11	STAG3	506.25
11	SUPT6H	5070.25
11	SYNPO2	118.75
11	TCEANC	190.75
11	TCTN3	628.25
11	TMEM243	559.75
11	TPM3	24717.0
11	TRIB2	1123.0
11	TTC32	200.5
11	TXN2	646.0
11	TXNDC15	1210.25
11	UBA5	1670.5
11	UBE2L6	2028.75
11	USP10	2761.25
11	USP3	3232.0
11	VSIG2	7.25
11	VTA1	1230.25
11	XXYLT1	212.75
11	YIPF4	3497.5
11	ZBTB6	537.75
11	ZHX2	1610.0
11	ZNF426	1048.75
11	ZNF621	1001.25
11	ZNF624	273.5
11	ZNF692	660.75
11	ZNF726	658.25
11	ZNF777	378.0
12	ACAA2	1402.25
12	ADAMTS8	3.75
12	ADPRM	117.25
12	ALG11	1456.5
12	ALG8	1014.75
12	ALOXE3	5.0
12	ANK2	0.75
12	ANKDD1A	898.5
12	ANKRD6	198.0
12	ANXA11	2283.75
12	APH1A	825.25
12	ATP6V0E1	1709.75
12	BATF	588.0
12	BLMH	779.5
12	BRPF3	1477.25
12	BTN2A1	603.0
12	BTNL8	5.75
12	BUB3	2701.25
12	C18orf25	2158.25
12	C1orf162	322.25
12	C2orf88	65.0
12	CAMK1G	3.75
12	CAMTA2	1745.5
12	CBR4	476.0
12	CCDC15	63.75
12	CCNG2	417.0
12	CCR6	298.5
12	CCRL2	40.0
12	CD160	214.0
12	CD55	5221.5
12	CD79A	12.0
12	CHMP3	868.0
12	CHN1	83.25
12	CHODL	16.0
12	CMPK2	130.0
12	CNTROB	526.5
12	COA6	317.5
12	CTHRC1	16.0
12	CTLA4	1617.75
12	CTSC	1179.0
12	DCDC2	74.75
12	DNHD1	1387.0
12	EDC3	960.5
12	EID1	5153.25
12	EPS8	305.75
12	ERGIC2	375.5
12	ERLIN1	1205.5
12	ERRFI1	135.75
12	FABP5	487.25
12	FERMT2	178.0
12	FGF7	14.75
12	GABARAPL2	566.0
12	GIT1	3045.5
12	GNL1	1136.25
12	GSTCD	523.25
12	GTSF1L	7.25
12	ICE1	2394.5
12	IGFBP3	21.5
12	IQCJ-SCHIP1	4.25
12	KLF12	1957.0
12	KLRD1	701.75
12	KMT2D	6442.75
12	LAPTM5	10701.0
12	LMBRD1	882.0
12	LMTK3	58.5
12	LY6G5B	952.75
12	LYPD5	1067.25
12	MDM1	256.75
12	METAP1	2524.25
12	MMRN1	5.5
12	MORF4L1	3921.5
12	MORF4L2	672.25
12	MOV10	1061.75
12	MTCH1	1286.75
12	NEB	417.75
12	NECAB1	54.25
12	NFYB	465.25
12	NFYC	1700.75
12	NLE1	628.75
12	NUDT2	219.75
12	NUTM1	12.5
12	ODC1	15027.75
12	PAIP2	1312.0
12	PLEKHM3	962.75
12	PPIG	2519.5
12	PPP3R1	852.75
12	PUS3	388.5
12	PVRIG	273.25
12	QTRT1	737.25
12	RAPGEFL1	260.75
12	RDH16	353.5
12	RIC8B	439.5
12	RMI2	435.0
12	RNASE10	25.0
12	RPL30	8526.25
12	RPS24	5260.75
12	RRP12	2000.75
12	RTTN	2727.25
12	SAR1A	4859.0
12	SCG3	93.5
12	SH3YL1	928.25
12	SIK2	1128.25
12	SLC44A3	1.25
12	SP1	5667.25
12	SPAG8	21.75
12	SPATA32	88.5
12	SPC25	1236.75
12	SSBP2	2446.25
12	STAT1	5044.25
12	STAT5A	3114.0
12	STMN1	523.0
12	SULT1E1	21.0
12	TACC3	2525.0
12	TEP1	1632.75
12	TG	47.75
12	TM2D3	1660.0
12	TMCO6	520.0
12	TMEM18	1618.75
12	TMEM184C	1141.75
12	TMEM63C	14.0
12	TPX2	207.25
12	TRAF7	720.5
12	TUBA1A	1024.75
12	UBTF	3714.75
12	UPP1	1195.75
12	VEGFA	1153.75
12	WDR26	4634.25
12	WDR33	1900.0
12	WTAP	2198.0
12	YTHDC1	14022.25
12	ZNF148	1223.75
12	ZNF175	716.75
12	ZNF207	10505.25
12	ZNF506	2692.75
12	ZNF577	305.5
13	ADNP2	1887.5
13	ALKBH1	183.0
13	AMMECR1	513.5
13	ANKS4B	401.5
13	AP1M2	4.0
13	ARAP1	1538.75
13	ATP13A1	1603.25
13	ATXN7L3	1304.5
13	B4GALT3	689.25
13	BLOC1S6	31199.0
13	C11orf1	329.0
13	C6orf89	1327.5
13	CDKL5	4410.5
13	CFAP36	766.75
13	CHORDC1	9541.25
13	CLEC3B	6.25
13	CNIH4	386.75
13	CSNK2A2	6113.25
13	CTDSPL2	1991.25
13	DCAF4L1	27.0
13	DCUN1D1	2290.25
13	DCUN1D5	439.5
13	DDX25	249.75
13	DEPDC5	2702.75
13	DERA	104.75
13	DLGAP1	46.75
13	DPF3	22.0
13	DUSP10	378.0
13	EBAG9	509.75
13	EEA1	913.5
13	EIF4G1	14498.0
13	EPB41	18583.25
13	EPHA4	423.5
13	EXOSC8	954.75
13	FAIM	384.25
13	GARNL3	139.5
13	GLG1	11445.75
13	GP5	57.25
13	GYG1	755.75
13	HDAC2	1429.0
13	HNRNPH2	894.75
13	HPS4	1501.0
13	HSD17B4	962.25
13	HTR1D	50.25
13	IER5	502.5
13	IL1RL1	53.25
13	KCNMB1	216.25
13	KIF21A	1971.0
13	LBHD1	598.5
13	LIMCH1	1.5
13	LRRN3	1536.5
13	LTV1	2589.0
13	LZTFL1	407.0
13	MRPL1	245.25
13	MRPS22	779.0
13	MSH5	1619.5
